GEO_PICT,TIME_PERIOD,POP_N,LVST_YIELD,CROP_YIELD,TRSM_ARR,LVST_YIELD_var,CROP_YIELD_var,TRSM_ARR_var,10M_N,20M_N,5M_N
PG,2015,8743260.0,1972.1,10348.7,199000.0,21.02336884481319,22.89931559639784,35.92896174863387,874326.0,1486354.2000000002,349730.4
PG,2016,8961730.0,2005.3,10685.2,198000.0,23.060778634199025,26.895529584453143,35.245901639344254,896173.0,1523494.1,358469.2
PG,2017,9178719.0,2013.0,9926.5,182000.0,23.533310422701163,17.885343692216708,24.316939890710373,917871.9,1560382.2300000002,367148.76
PG,2018,9394523.0,2028.7,9957.5,195000.0,24.496784329127607,18.25349416362745,33.196721311475414,939452.3,1597068.9100000001,375780.92
PG,2019,9609025.0,2042.5,9960.4,211000.0,25.343659482546997,18.287934046436845,44.12568306010928,960902.5,1633534.2500000002,384361.0
PG,2020,9815754.0,1978.9,10417.7,,21.440669645048843,23.71874729082822,,981575.4,1668678.1800000002,392630.16000000003
PG,2021,10012911.0,2056.4,10626.4,,26.19667141244048,26.19723127093856,,1001291.1000000001,1702194.87,400516.44
PG,2022,10203180.0,2093.2,10720.1,,28.455005154892234,27.309995760331688,,1020318.0,1734540.6,408127.2
PG,2023,10389650.0,2111.4,10541.8,,29.571898473170023,25.19253675863699,,1038965.0,1766240.5000000002,415586.0
WS,1990,169073.0,615.2,6323.2,,-20.422207274796904,4.2403700638643755,,,,
WS,1991,169395.0,509.4,5113.0,,-34.10772494437833,-15.710239730431013,,,,
WS,1992,170356.0,594.2,5359.9,,-23.138614373674145,-11.639998813052472,,,,
WS,1993,171805.0,592.0,5882.6,,-23.423190355461273,-3.0230894266054236,,,,
WS,1994,173193.0,584.4,5948.5,,-24.40627101981684,-1.9367027256931237,,,,
WS,1995,174613.0,705.6,6417.3,,-8.728721477725472,5.791644548778606,,,,
WS,1996,176103.0,736.7,6397.9,,-4.705851917007294,5.471828129997135,,,,
WS,1997,177585.0,712.3,5907.2,,-7.86205826046465,-2.6175490192845956,,,,
WS,1998,178939.0,748.2,5977.9,,-3.218295648574525,-1.452032482797506,,,,
WS,1999,180310.0,680.1,5698.6,,-12.027215812076378,-6.0563997903059175,,,,
WS,2000,181717.0,707.1,6069.2,,-8.534692399234231,0.05308293136477005,,,,
WS,2001,183200.0,671.0,6055.9,,-13.204325554923173,-0.16617265470706855,,,,
WS,2002,184496.0,722.1,6060.6,,-6.594401614321939,-0.08869135737340628,,,,
WS,2003,185469.0,740.0,6004.4,,-4.278987944326602,-1.0151698488949847,,,,
WS,2004,186281.0,736.0,6006.2,,-4.79639882030321,-0.9854961605544332,,,,
WS,2005,187016.0,754.5,6029.4,,-2.40337351891138,-0.6030352886095898,,,,
WS,2006,187742.0,754.3,6106.2,116000.0,-2.429244062710211,0.6630420805871324,-7.936507936507937,,,
WS,2007,188777.0,791.2,6123.7,122000.0,2.3438712681740554,0.9515362727869245,-3.1746031746031775,,,
WS,2008,190139.0,860.7,6087.3,122000.0,11.333885238267698,0.35146835301138424,-3.1746031746031775,,,
WS,2009,191544.0,1037.0,6077.0,129000.0,34.138769596936925,0.18166891417381237,2.3809523809523796,,,
WS,2010,193058.0,951.5,6108.4,130000.0,23.079112122936806,0.6993099218922652,3.1746031746031917,28958.7,79153.78,9652.9
WS,2011,194745.0,988.9,6240.5,128000.0,27.916903813318157,2.87702893844029,1.5873015873015817,29211.75,79845.45,9737.25
WS,2012,196534.0,988.0,6120.8,135000.0,27.80048636622341,0.903728663793828,7.142857142857139,29480.1,80578.94,9826.7
WS,2013,198302.0,1007.8,6153.5,125000.0,30.361670202307636,1.4428006686471235,-0.7936507936507837,29745.3,81303.81999999999,9915.1
WS,2014,200073.0,1016.3,6055.8,132000.0,31.461168313757923,-0.16782119294819609,4.761904761904773,30010.949999999997,82029.93,10003.650000000001
WS,2015,201818.0,582.7,4321.9,139000.0,-24.6261706421069,-28.751825756102065,10.31746031746033,30272.699999999997,82745.37999999999,10090.900000000001
WS,2016,203531.0,580.5,4566.5,146000.0,-24.910746623894042,-24.719501218269755,15.873015873015888,30529.649999999998,83447.70999999999,10176.550000000001
WS,2017,205440.0,700.4,5140.0,158000.0,-9.401355616495067,-15.265134405322783,25.396825396825392,30816.0,84230.4,10272.0
WS,2018,207617.0,796.7,4880.3,172000.0,3.0553112226419046,-19.546388217567483,36.507936507936506,31142.55,85122.97,10380.85
WS,2019,209812.0,979.0,4550.9,181000.0,26.636311895276023,-24.97667318388784,43.650793650793645,31471.8,86022.92,10490.6
WS,2020,211975.0,778.8,4356.7,,0.7398975526465392,-28.178134448184792,,31796.25,86909.75,10598.75
WS,2021,213808.0,856.5,4398.6,,10.790603818492258,-27.487396925146456,,32071.199999999997,87661.28,10690.400000000001
WS,2022,215295.0,905.3,4305.0,,17.103016505406927,-29.030428718854978,,27988.350000000002,79659.15,10764.75
WS,2023,216699.0,981.2,4407.8,,26.920887877063166,-27.335731406961443,,28170.870000000003,80178.63,10834.95
KI,1990,74896.0,1625.0,2013.0,,-31.05803640559934,-61.075010369362,,,,
KI,1991,76408.0,1908.5,3349.8,,-19.030315372360832,-35.22556867128108,,,,
KI,1992,77685.0,1962.4,3326.3,,-16.743563472214234,-35.67998360238887,,,,
